File title$Item title & copyright
liv_000916_copyright_information.txt$Livingstone, David, 1813-1873. Moteverde, Emilio Achilles, 1803-1881. Letter to The Earl of Clarendon, 26 August 1856.   
liv_001437_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Robert M. Livingstone, 31 May 1859. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_001837_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Mrs. [?] Robinson, 24 October 1862. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_001940_copyright_information.txt$Livingstone, David, 1813-1873. Letter to John S. Moffat, 8 July 1863. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000556_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Robert Moffat 1, 15 February 1844. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000672_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Robert Moffat 1, [4 May?] 1849. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000583_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Robert Moffat 1, 12 May 1845. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000587_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Robert Moffat 1, 6 June 1845. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000588_copyright_information.txt$Livingstone, David, 1813-1873. Moffat, Robert 1, 1795-1883. Letter to Robert Moffat 1, [18 July 1845]. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000589_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Robert Moffat 1, 13 August 1845. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000592_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Robert Moffat 1, 5 September 1845. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000594_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Robert Moffat 1, 22 September 1845. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000609_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Robert Moffat 1, 11 February 1846. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000611_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Robert Moffat 1, 11 March 1846. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000616_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Robert Moffat 1, 1 July 1846. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000618_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Robert Moffat 1, 8 September 1846. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000620_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Robert Moffat 1, 5 October 1846. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000622_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Robert Moffat 1, 27 October 1846. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000637_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Robert Moffat 1, July 1847. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000643_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Robert Moffat 1, 29 September 1847. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000645_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Robert Moffat 1, [November 1847?]. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
liv_000656_copyright_information.txt$Livingstone, David, 1813-1873. Letter to Robert Moffat 1, 2, [4, 5] September 1848. Images from SOAS Library, University of London. Images copyright Council for World Mission. Used by permission for private study, educational or research purposes only. Please contact SOAS Archives & Special Collections on docenquiry@soas.ac.uk for permission to use this material for any other purpose. As relevant, copyright Dr. Neil Imray Livingstone Wilson. Creative Commons Attribution-NonCommercial 3.0 Unported (https://creativecommons.org/licenses/by-nc/3.0/). 
